ID марки,ID модели,Модель,Поколение,Тип кузова,Года поколения от,Года поколения до,Тип авто
1,11502,Tt,Tt,Tractor,1989,,CV
1,44085,Mt,Mt,Van,2015,,CV
2,278,145,145 (930_),Hatchback,1994,2001,PC
2,282,155,155 (167_),Saloon,1992,1997,PC
2,287,164,164 (164_),Saloon,1987,1998,PC
2,289,Spider,Spider (105_),Coupe,1966,1977,PC
2,291,33,33 (905_),Hatchback,1983,1993,PC
2,293,Spider,Spider (115_),Coupe,1971,1993,PC
2,295,33,33 (907_),Hatchback,1990,1994,PC
2,300,33 Sportwagon,33 Sportwagon (905_),Estate,1984,1989,PC
2,305,33 Sportwagon,33 Sportwagon (907_),Estate,1990,1994,PC
2,309,6,6 (119_),Saloon,1979,1986,PC
2,312,75,75 (162_),Saloon,1985,1992,PC
2,316,90,90 (162_),Saloon,1984,1987,PC
2,321,Alfasud,Alfasud (901_),Hatchback,1972,1985,PC
2,325,Alfasud Giardinetta,Alfasud Giardinetta (904_),Estate,1978,1981,PC
2,329,Alfasud Sprint,Alfasud Sprint (902_),Coupe,1976,1989,PC
2,334,Alfetta Gt,Alfetta Gt (116_),Coupe,1974,1986,PC
2,339,Alfetta,Alfetta (116_),Saloon,1974,1984,PC
2,345,Giulia,Giulia (105_),Saloon,1962,1979,PC
2,353,Arna,Arna (920_),Hatchback,1983,1986,PC
2,483,Giulietta,Giulietta (116_),Saloon,1977,1985,PC
2,536,Gt,Gt (105_),Coupe,1963,1977,PC
2,1321,146,146 (930_),Hatchback,1994,2001,PC
2,1460,Gtv,Gtv (916_),Coupe,1994,2005,PC
2,1461,Spider,Spider (916_),Coupe,1994,2005,PC
2,1818,1750-2000,1750-2000 (105_),Saloon,1968,1975,PC
2,1819,Montreal,Montreal (105_),Coupe,1972,1979,PC
2,2053,156,156 (932_),Saloon,1997,2005,PC
2,3389,Gtv,Gtv (116_),Coupe,1978,1987,PC
2,3507,Sz,Sz (162_),Coupe,1988,1994,PC
2,3602,Rz,Rz (162_),Coupe,1992,1994,PC
2,3686,Giulia Gt,Giulia Gt (105_),Coupe,1962,1980,PC
2,3847,Ar 6 Bus,Ar 6 Bus (280_),Bus,1985,1989,PC
2,3848,Ar 6 Van,Ar 6 Van (280_),Van,1985,1989,PC
2,3849,Ar 8 Van,Ar 8 Van (280_),Van,1978,1989,PC
2,3850,Ar 8 Platform/Chassis,Ar 8 Platform/Chassis (280_),Van,1978,1989,PC
2,3891,166,166 (936_),Saloon,1998,2007,PC
2,4625,Gta Coupe,Gta Coupe (113_),Coupe,1968,1976,PC
2,4626,2300,2300 (102_),Saloon,1974,1987,PC
2,4635,156 Sportwagon,156 Sportwagon (932_),Estate,1997,2006,PC
2,4735,147,147 (937_),Hatchback,2000,2010,PC
2,5080,Gt,Gt (937_),Coupe,2003,2010,PC
2,5452,159,159 (939_),Saloon,2005,2012,PC
2,5479,Brera,Brera (939_),Hatchback,2006,2011,PC
2,5543,159 Sportwagon,159 Sportwagon (939_),Estate,2005,2012,PC
2,5567,Spider,Spider (939_),Coupe,2006,2011,PC
2,7546,1900,1900 (190_),Saloon,1950,1959,PC
2,7547,2600 Sprint,2600 Sprint (117_),Coupe,1962,1966,PC
2,7548,2600 Spider,2600 Spider (117_),Coupe,1961,1965,PC
2,7549,2600 Berlina,2600 Berlina (117_),Saloon,1962,1969,PC
2,7550,Giulietta Sprint,Giulietta Sprint (101_),Coupe,1954,1962,PC
2,7551,Giulietta Berlina,Giulietta Berlina (101_),Saloon,1955,1962,PC
2,7552,Giulietta Spider,Giulietta Spider (101_),Coupe,1955,1962,PC
2,7553,Giulietta Estate,Giulietta Estate (101_),Estate,1957,1962,PC
2,7554,Giulietta Sprint Speciale,Giulietta Sprint Speciale (101_),Coupe,1958,1961,PC
2,7555,Giulietta Coupe,Giulietta Coupe (101_),Coupe,1958,1961,PC
2,7556,Matta Open Off-Road Vehicle,Matta Open Off-Road Vehicle (Ar5_),Off-Road,1952,1954,PC
2,7587,Mito,Mito (955_),Hatchback,2008,2018,PC
2,8603,Giulietta,Giulietta (940_),Hatchback,2010,2020,PC
2,9069,8c,8c (920_),Coupe,2007,2009,PC
2,9071,8c Spider,8c Spider (920_),Coupe,2008,2010,PC
2,9818,Romeo 2 Bus,Romeo 2 Bus (T10_),Bus,1956,1967,PC
2,9819,Romeo 2 Van,Romeo 2 Van (T10_),Van,1956,1967,PC
2,10044,A11 / A12 Platform/Chassis,A11 / A12 Platform/Chassis,Van,1967,1983,PC
2,10045,F11 / F12 Bus,F11 / F12 Bus,Bus,1967,1983,PC
2,10046,F11 / F12 Van,F11 / F12 Van,Van,1967,1983,PC
2,10181,Spider,Spider (102_),Coupe,1958,1961,PC
2,10217,Giulia Spider,Giulia Spider (101_),Coupe,1962,1969,PC
2,11241,4c,4c (960_),Coupe,2013,2020,PC
2,12776,Fnm 2000,Fnm 2000 (105_),Coupe,1960,1973,PC
2,13239,4c Spider,4c Spider (960_),Coupe,2014,2020,PC
2,30027,Berlina,Berlina (105_),Saloon,1966,1977,PC
2,30029,Giulia Sprint Coupe,Giulia Sprint Coupe,Coupe,1966,1968,PC
2,30034,Milano Saloon,Milano Saloon (162_),Saloon,1986,1989,PC
2,30035,Rl Saloon,Rl Saloon,Saloon,1921,1926,PC
2,30038,Sport Saloon,Sport Saloon,Saloon,1977,1979,PC
2,30039,Sprint Coupe,Sprint Coupe (902_),Coupe,1976,1989,PC
2,36486,Giulia,Giulia (952_),Saloon,2015,,PC
2,37292,Stelvio,Stelvio (949_),Suv,2016,,PC
2,39004,Giulietta Hatchback Van,Giulietta Hatchback Van (940_),Hatchback,2011,2020,PC
2,39009,Disco Volante,Disco Volante,Coupe,2012,2013,PC
2,42679,Tonale,Tonale (965_),Suv,2022,,PC
2,45381,Junior,"Junior (626_, 627_)",Suv,2024,,PC
3,1725,Munga,Munga,Off-Road,1956,1969,PC
3,1726,Dkw F10,Dkw F10,Saloon,1950,1953,PC
3,1727,Dkw F11,Dkw F11,Saloon,1959,1966,PC
3,1728,Dkw F12,Dkw F12,Saloon,1962,1966,PC
3,1729,Dkw F102,Dkw F102,Saloon,1964,1966,PC
3,1730,Dkw Meisterklasse F,Dkw Meisterklasse F,Saloon,1950,1955,PC
3,1731,Dkw Meisterklasse Universal,Dkw Meisterklasse Universal,Estate,1951,1955,PC
3,1732,Dkw Sonderklasse,Dkw Sonderklasse,Coupe,1953,1957,PC
3,1733,Dkw Sonderklasse Universal,Dkw Sonderklasse Universal,Estate,1953,1957,PC
3,1734,Dkw Sonderklasse F Universal,Dkw Sonderklasse F Universal,Estate,1956,1960,PC
3,1740,Au 1000,Au 1000,Saloon,1958,1965,PC
3,1745,Au 1000 Coupe,Au 1000 Coupe,Coupe,1958,1965,PC
3,3496,Dkw Sonderklasse F,Dkw Sonderklasse F,Saloon,1955,1960,PC
3,3584,Dkw F12 Convertible,Dkw F12 Convertible,Coupe,1962,1966,PC
3,36537,Dkw Vemaguet,Dkw Vemaguet,Saloon,1960,1968,PC
5,1,80 B4 Saloon,80 B4 Saloon (8c2),Saloon,1991,1995,PC
5,6,80 B4 Avant,80 B4 Avant (8c5),Estate,1991,1996,PC
5,10,100 C2 Saloon,"100 C2 Saloon (431, 433, 434)",Saloon,1976,1984,PC
5,13,100 C3 Saloon,"100 C3 Saloon (443, 444)",Saloon,1982,1991,PC
5,14,80 B1 Saloon,"80 B1 Saloon (80, 82)",Saloon,1972,1978,PC
5,19,100 C4 Saloon,100 C4 Saloon (4a2),Saloon,1990,1996,PC
5,25,100 C2 Avant,"100 C2 Avant (435, 436)",Estate,1977,1983,PC
5,26,80 B2 Saloon,"80 B2 Saloon (811, 813, 814, 819, 853)",Saloon,1978,1987,PC
5,30,100 C3 Avant,"100 C3 Avant (445, 446)",Estate,1982,1990,PC
5,31,80 B3 Saloon,"80 B3 Saloon (893, 894, 8a2)",Saloon,1986,1991,PC
5,36,100 C4 Avant,100 C4 Avant (4a5),Estate,1990,1994,PC
5,48,100 C1 Coupe,100 C1 Coupe (817),Coupe,1970,1976,PC
5,53,100 C1 Saloon,"100 C1 Saloon (801, 803, 805, 807, 811, 813, F104)",Saloon,1968,1976,PC
5,78,90 B2,"90 B2 (813, 814, 853)",Saloon,1984,1988,PC
5,84,90 B3,"90 B3 (893, 894, 8a2)",Saloon,1987,1991,PC
5,172,200 C2 Saloon,"200 C2 Saloon (437, 438)",Saloon,1979,1982,PC
5,176,200 C3 Saloon,"200 C3 Saloon (447, 448)",Saloon,1983,1991,PC
5,194,Coupe B2,"Coupe B2 (81, 855, 856)",Coupe,1980,1988,PC
5,202,Coupe B3,"Coupe B3 (89, 8b3)",Coupe,1988,1996,PC
5,253,A4 B5,A4 B5 (8d2),Saloon,1994,2001,PC
5,258,A6 C4,A6 C4 (4a2),Saloon,1994,1998,PC
5,265,A8 D2,"A8 D2 (4d2, 4d8)",Saloon,1994,2005,PC
5,433,50,50 (863),Hatchback,1974,1978,PC
5,438,Cabriolet B3,Cabriolet B3 (8g7),Coupe,1991,2000,PC
5,485,V8,"V8 (441, 442, 4c2, 4c8)",Saloon,1988,1994,PC
5,1500,60,"60 (613, 615)",Saloon,1968,1972,PC
5,1501,60 Variant,"60 Variant (613, 615)",Estate,1968,1972,PC
5,1502,75,"75 (613, 615)",Saloon,1968,1972,PC
5,1557,A3,A3 (8l1),Hatchback,1996,2006,PC
5,1891,A6 C5,"A6 C5 (4b2, 4b4)",Saloon,1997,2005,PC
5,1940,200 C3 Avant,"200 C3 Avant (447, 448)",Estate,1983,1991,PC
5,3395,A6 C5 Avant,"A6 C5 Avant (4b5, 4b6)",Estate,1997,2006,PC
5,3468,A6 C4 Avant,A6 C4 Avant (4a5),Estate,1994,1998,PC
5,3485,A4 B5 Avant,A4 B5 Avant (8d5),Estate,1994,2002,PC
5,3851,Tt,Tt (8n3),Coupe,1998,2007,PC
5,3910,Quattro,Quattro (85),Coupe,1980,1991,PC
5,4089,Tt Roadster,Tt Roadster (8n9),Coupe,1999,2007,PC
5,4382,A2,A2 (8z0),Hatchback,2000,2005,PC
5,4553,75 Variant,75 Variant (615),Estate,1968,1972,PC
5,4554,Super 90,Super 90,Saloon,1966,1971,PC
5,4632,Allroad C5,Allroad C5 (4bh),Estate,2000,2005,PC
5,4731,A4 B6,A4 B6 (8e2),Saloon,2000,2005,PC
5,4797,A4 B6 Avant,A4 B6 Avant (8e5),Estate,2000,2005,PC
5,4840,A4 B6 Convertible,A4 B6 Convertible (8h7),Coupe,2002,2009,PC
5,4935,A8 D3,"A8 D3 (4e2, 4e8)",Saloon,2002,2010,PC
5,4955,A3,A3 (8p1),Hatchback,2003,2013,PC
5,5110,A6 C6,A6 C6 (4f2),Saloon,2004,2011,PC
5,5143,A3 Sportback,A3 Sportback (8pa),Hatchback,2004,2015,PC
5,5376,A4 B7,A4 B7 (8ec),Saloon,2004,2009,PC
5,5377,A4 B7 Avant,A4 B7 Avant (8ed),Estate,2004,2008,PC
5,5381,A6 C6 Avant,A6 C6 Avant (4f5),Estate,2004,2011,PC
5,5461,Q7,Q7 (4lb),Suv,2006,2016,PC
5,5544,Tt,Tt (8j3),Coupe,2006,2015,PC
5,5546,A6 Allroad C6,A6 Allroad C6 (4fh),Estate,2006,2011,PC
5,5608,Tt Roadster,Tt Roadster (8j9),Coupe,2007,2014,PC
5,6243,A5,A5 (8t3),Coupe,2007,2017,PC
5,6244,R8,"R8 (422, 423)",Coupe,2007,2016,PC
5,6418,A4 B8,A4 B8 (8k2),Saloon,2007,2017,PC
5,6724,A3 Convertible,A3 Convertible (8p7),Coupe,2008,2013,PC
5,6988,A4 B8 Avant,A4 B8 Avant (8k5),Estate,2007,2017,PC
5,7534,Q5,Q5 (8rb),Suv,2008,2019,PC
5,8030,A5 Convertible,A5 Convertible (8f7),Coupe,2009,2017,PC
5,8031,A4 Allroad B8,A4 Allroad B8 (8kh),Estate,2009,2017,PC
5,8159,A5 Sportback,A5 Sportback (8ta),Hatchback,2007,2017,PC
5,8262,R8 Spyder,"R8 Spyder (427, 429)",Coupe,2010,2016,PC
5,8552,F103,"F103 (613, 615)",Saloon,1965,1968,PC
5,8553,F103 Variant,"F103 Variant (613, 615)",Estate,1966,1968,PC
5,8554,80,80 (613),Saloon,1966,1968,PC
5,8555,80 Variant,80 Variant,Estate,1966,1968,PC
5,8604,A1,"A1 (8x1, 8xk)",Hatchback,2010,2019,PC
5,8627,A8 D4,"A8 D4 (4h2, 4h8, 4hc, 4hl)",Saloon,2009,2019,PC
5,8986,A7 Sportback,"A7 Sportback (4ga, 4gf)",Hatchback,2010,2019,PC
5,9154,A6 C7,"A6 C7 (4g2, 4gc)",Saloon,2010,2019,PC
5,9627,A6 C7 Avant,"A6 C7 Avant (4g5, 4gd)",Estate,2011,2019,PC
5,9730,A1 Sportback,"A1 Sportback (8xa, 8xf)",Hatchback,2011,2019,PC
5,9731,Q3,"Q3 (8ub, 8ug)",Suv,2011,2020,PC
5,10161,A6 Allroad C7,"A6 Allroad C7 (4gh, 4gj)",Estate,2012,2018,PC
5,10253,A3,"A3 (8v1, 8vk)",Hatchback,2012,2020,PC
5,10459,A3 Sportback,"A3 Sportback (8va, 8vf)",Hatchback,2012,2021,PC
5,11282,A3 Limousine,"A3 Limousine (8vs, 8vm)",Saloon,2013,2021,PC
5,11611,A3 Convertible,"A3 Convertible (8v7, 8ve)",Coupe,2013,2021,PC
5,12912,Tt,"Tt (Fv3, Fvp)",Coupe,2014,,PC
5,13274,Tt Roadster,"Tt Roadster (Fv9, Fvr)",Coupe,2014,,PC
5,14159,Q7,"Q7 (4mb, 4mg, 4mq)",Suv,2015,,PC
5,14514,R8,"R8 (4s3, 4sp)",Coupe,2015,,PC
5,14695,A4 B9,"A4 B9 (8w2, 8wc)",Saloon,2015,,PC
5,14696,A4 B9 Avant,"A4 B9 Avant (8w5, 8wd)",Estate,2015,,PC
5,36378,A4 Allroad B9,"A4 Allroad B9 (8wh, 8wj)",Estate,2016,,PC
5,36543,Q2,"Q2 (Gab, Gag)",Suv,2016,,PC
5,36765,R8 Spyder,"R8 Spyder (4s9, 4sr)",Coupe,2016,,PC
5,36928,A5,"A5 (F53, F5p)",Coupe,2016,,PC
5,37116,A5 Sportback,"A5 Sportback (F5a, F5f)",Hatchback,2016,,PC
5,37161,Q5,"Q5 (Fyb, Fyg)",Suv,2016,,PC
5,37293,A5 Convertible,"A5 Convertible (F57, F5e)",Coupe,2016,,PC
5,37935,80 B1 Avant,80 B1 Avant (331),Estate,1974,1978,PC
5,38219,A8 D5,"A8 D5 (4n2, 4n8, 4nc, 4nl)",Saloon,2017,,PC
5,38471,A7 Sportback,A7 Sportback (4ka),Hatchback,2017,,PC
5,38836,Q8,"Q8 (4mn, 4mt)",Suv,2018,,PC
5,38843,A6 C8,A6 C8 (4a2),Saloon,2018,,PC
5,38844,A6 C8 Avant,A6 C8 Avant (4a5),Estate,2018,,PC
5,38933,A1 Sportback,A1 Sportback (Gba),Hatchback,2018,,PC
5,38997,Q3,Q3 (F3b),Suv,2018,,PC
5,39213,E-Tron,E-Tron (Gen),Suv,2018,,PC
5,39591,A6 Allroad C8,A6 Allroad C8 (4ah),Estate,2018,,PC
5,40147,A1 City Carver,A1 City Carver (Gbh),Hatchback,2019,2022,PC
5,40155,Q3 Sportback,Q3 Sportback (F3n),Suv,2019,,PC
5,40160,E-Tron Sportback,E-Tron Sportback (Gea),Suv,2019,,PC
5,40531,A3 Sportback,"A3 Sportback (8ya, 8yf)",Hatchback,2019,,PC
5,40796,A3 Limousine,"A3 Limousine (8ys, 8ym)",Saloon,2020,,PC
5,41507,Q5 Van,Q5 Van (8rb),Suv,2008,2017,PC
5,41520,Q5 Van,"Q5 Van (Fyb, Fyg)",Suv,2016,,PC
5,41521,Q7 Van,Q7 Van (4lb),Suv,2006,2016,PC
5,41522,Q7 Van,"Q7 Van (4mb, 4mg)",Suv,2015,,PC
5,41689,A4 B7 Convertible,A4 B7 Convertible (8he),Coupe,2002,2010,PC
5,41715,Q5 Sportback,Q5 Sportback (Fyt),Suv,2020,,PC
5,41812,E-Tron Gt Saloon,"E-Tron Gt Saloon (F83, F8p)",Saloon,2020,,PC
5,41930,Q4 E-Tron Suv,Q4 E-Tron Suv (F4b),Suv,2020,,PC
5,42202,Q4 E-Tron Sportback,Q4 E-Tron Sportback (F4n),Suv,2021,,PC
5,43038,A1 Allstreet,A1 Allstreet (Gbh),Hatchback,2022,,PC
5,43700,Q8 E-Tron Suv,Q8 E-Tron Suv (Geg),Suv,2022,,PC
5,43701,Q8 E-Tron Sportback,Q8 E-Tron Sportback (Get),Suv,2022,,PC
5,45332,Q6 E-Tron,Q6 E-Tron (Gfb),Suv,2024,,PC
5,45351,A3 Allstreet,A3 Allstreet (8yj),Hatchback,2024,,PC
5,45725,A5,A5 (Fu2),Saloon,2024,,PC
5,45726,A5 Avant,A5 Avant (Fu5),Estate,2024,,PC
5,45735,A6 E-Tron Avant,A6 E-Tron Avant (Gh5),Estate,2024,,PC
5,45736,A6 E-Tron Sportback,A6 E-Tron Sportback (Gha),Hatchback,2024,,PC
5,45817,Q5,Q5 (Gub),Suv,2025,,PC
5,45981,Q6 E-Tron Sportback,Q6 E-Tron Sportback (Gfn),Suv,2024,,PC
5,46104,Q5 Sportback,Q5 Sportback (Gun),Suv,2025,,PC
5,46417,A6 C9 Avant,A6 C9 Avant (Fn5),Estate,2025,,PC
5,46611,A6 C9,A6 C9 (Fn2),Saloon,2025,,PC
5,90198,Q6 E-Tron Sportback,Q6 E-Tron Sportback (Gfn),Suv,2024,,PC
6,83,1000-Series Mk Ii,1000-Series Mk Ii,Saloon,1962,1974,PC
6,240,Maestro Fastback,Maestro Fastback (Xc),Hatchback,1983,1992,PC
6,267,Maxi I Fastback,Maxi I Fastback,Hatchback,1969,1980,PC
6,271,Metro I Fastback,Metro I Fastback (Xf),Hatchback,1980,1990,PC
6,276,Mini I,Mini I,Hatchback,1958,1994,PC
6,297,Montego,Montego (Xe),Saloon,1984,1993,PC
6,302,Montego Estate,Montego Estate (Xe),Estate,1984,1992,PC
6,343,Allegro I Hatchback,Allegro I Hatchback (Ado 67),Hatchback,1973,1983,PC
6,448,Princess,Princess,Saloon,1976,1978,PC
6,4360,Allegro I Estate,Allegro I Estate (Ado 67),Estate,1975,1983,PC
6,4361,Ambassador I Fastback,Ambassador I Fastback,Hatchback,1982,1984,PC
6,4450,Princess 2,Princess 2,Saloon,1978,1982,PC
6,4469,Apache,Apache,Saloon,1971,1974,PC
6,4493,Maxi Ii Fastback,Maxi Ii Fastback,Hatchback,1980,1982,PC
6,7646,Allegro I Saloon,Allegro I Saloon,Saloon,1973,1984,PC
6,11256,Mini Estate,Mini Estate,Estate,1960,1981,PC
6,11257,Mini I Estate Van,Mini I Estate Van,Estate,1960,1980,PC
6,30253,America,America,Hatchback,1967,1972,PC
6,30259,Marina,Marina,Saloon,1974,1975,PC
6,38029,A30 Saloon,"A30 Saloon (As3, A2s4, As4)",Saloon,1951,1956,PC
6,38030,A35 Saloon,"A35 Saloon (A2s5, As5)",Saloon,1956,1959,PC
6,38032,A35 Estate Van,"A35 Estate Van (Av5, Av6, Av8)",Estate,1956,1968,PC
6,38034,A60 Cambridge Saloon,"A60 Cambridge Saloon (Yahs8, Hs9, Ad09)",Saloon,1959,1969,PC
6,38035,A90 Westminster Saloon,"A90 Westminster Saloon (Bs4, Ado10)",Saloon,1954,1956,PC
6,38036,A105 Westminster,"A105 Westminster (Bs7, Ado10)",Saloon,1956,1959,PC
6,38037,A95 Westminster,"A95 Westminster (Bs6, Ado10)",Saloon,1956,1959,PC
6,39286,Kimberley X6 I,"Kimberley X6 I (Ydo13, Ydo19)",Saloon,1970,1972,PC
6,39287,Tasman X6 I,"Tasman X6 I (Ydo13, Ydo19)",Saloon,1970,1972,PC
6,41775,Mini Ii,Mini Ii,Hatchback,1967,1994,PC
6,42085,Maestro Estate Van,Maestro Estate Van (Xc),Estate,1983,1992,PC
6,42680,Mini Pickup,Mini Pickup,Pickup,1960,1983,PC
6,44906,1800 Mki Saloon,1800 Mki Saloon (Ad017),Saloon,1965,1968,PC
6,44907,1800 Mkii Saloon,1800 Mkii Saloon (Ad017),Saloon,1968,1972,PC
6,44908,1800 Mki Pickup,1800 Mki Pickup (Yd010),Pickup,1967,1968,PC
6,44909,1800 Mkii Pickup,1800 Mkii Pickup (Yd010),Pickup,1968,1970,PC
6,44910,1800 Mki Platform/Chassis,1800 Mki Platform/Chassis (Yd010),Van,1967,1968,PC
6,44911,1800 Mkii Platform/Chassis,1800 Mkii Platform/Chassis (Yd010),Van,1968,1970,PC
6,44924,A30 Countryman,A30 Countryman (Ap4),Estate,1954,1956,PC
6,44925,A30 Estate Van,A30 Estate Van (Av4),Estate,1954,1956,PC
6,44926,A35 Countryman,"A35 Countryman (Ap5, Ap6)",Estate,1956,1962,PC
6,44927,A35 Pickup,A35 Pickup (Ak5),Pickup,1956,1957,PC
6,44928,A40 Dorset Saloon,A40 Dorset Saloon (G2s2),Saloon,1947,1950,PC
6,44929,A40 Tourer Convertible,"A40 Tourer Convertible (Gs2, Gv2)",Coupe,1947,1952,PC
6,44930,A40 Sports Convertible,"A40 Sports Convertible (Gd2, Gd3)",Coupe,1950,1953,PC
6,44931,A40 Devon Saloon,"A40 Devon Saloon (Gs2, Gs3)",Saloon,1947,1952,PC
6,44932,A40 Devon Countryman,"A40 Devon Countryman (Gp2, Gp4)",Estate,1947,1956,PC
6,44933,A40 Devon Pickup,"A40 Devon Pickup (Af1, Gqu4)",Pickup,1947,1956,PC
6,44934,A40 Devon Estate Van,"A40 Devon Estate Van (Af1, Gv2, Gv3, Gv4, Gv5)",Estate,1947,1956,PC
6,44935,A40 Somerset Saloon,A40 Somerset Saloon (Gs4),Saloon,1952,1954,PC
6,44936,A40 Somerset Convertible,A40 Somerset Convertible (Gs4),Coupe,1952,1954,PC
6,44937,A40 Farina Mki Saloon,"A40 Farina Mki Saloon (A2s6, Ad08)",Saloon,1958,1961,PC
6,44938,A40 Farina Mki Countryman,"A40 Farina Mki Countryman (Aw8, Ad08)",Estate,1958,1961,PC
6,44939,A40 Farina Mkii Saloon,"A40 Farina Mkii Saloon (A2s8, A2s9, Ado8)",Saloon,1961,1962,PC
6,44940,A40 Farina Mkii Countryman,"A40 Farina Mkii Countryman (Aw8, Aw9, Ado8)",Estate,1961,1962,PC
6,44941,A50 Cambridge Saloon,A50 Cambridge Saloon (Hs5),Saloon,1953,1957,PC
6,44942,A50 Cambridge Countryman,A50 Cambridge Countryman (Hp5),Estate,1953,1957,PC
6,44943,A50 Cambridge Pickup,A50 Cambridge Pickup (Af2),Pickup,1953,1957,PC
6,44944,A55 Cambridge Saloon,A55 Cambridge Saloon (Hs6),Saloon,1957,1959,PC
6,44945,A55 Cambridge Pickup,A55 Cambridge Pickup (Af3),Pickup,1957,1959,PC
6,44946,A55 Cambridge Countryman,A55 Cambridge Countryman (Hp6),Estate,1957,1959,PC
6,44947,Lancer Mki Saloon,"Lancer Mki Saloon (Aa46, Aa47, Do1101)",Saloon,1958,1959,PC
6,44948,Lancer Mkii Saloon,"Lancer Mkii Saloon (Yahs2, Do1115)",Saloon,1959,1962,PC
6,44949,A60 Cambridge Countryman,"A60 Cambridge Countryman (Yahw8, Ad09)",Estate,1961,1969,PC
6,44950,A70 Hampshire Saloon,A70 Hampshire Saloon (Bs2),Saloon,1948,1950,PC
6,44951,A70 Hampshire Pickup,A70 Hampshire Pickup (Bqu2),Pickup,1948,1950,PC
6,44952,A70 Hampshire Estate,A70 Hampshire Estate (Bw3),Estate,1948,1950,PC
6,44953,A70 Hereford Saloon,A70 Hereford Saloon (Bs3),Saloon,1950,1952,PC
6,44954,A70 Hereford Convertible,A70 Hereford Convertible (Bd3),Coupe,1951,1952,PC
6,44955,A70 Hereford Pickup,A70 Hereford Pickup (Bk3),Pickup,1951,1952,PC
6,44956,A70 Hereford Platform/Chassis,"A70 Hereford Platform/Chassis (Bq3, Bqr3)",Van,1951,1952,PC
6,44957,A70 Hereford Countryman,A70 Hereford Countryman (Bw4),Estate,1951,1952,PC
6,44958,A90 Atlantic Coupe,A90 Atlantic Coupe (Be2),Coupe,1952,1952,PC
6,44959,A90 Atlantic Convertible,A90 Atlantic Convertible (Bd2),Coupe,1949,1952,PC
6,44961,A95 Westminster Countryman,"A95 Westminster Countryman (Bw6, Ado10)",Estate,1956,1959,PC
6,44962,A99 Westminster Saloon,"A99 Westminster Saloon (Bs9, Ad053)",Saloon,1960,1962,PC
6,44963,A105 De Luxe Saloon,"A105 De Luxe Saloon (Bs7, Ado10)",Saloon,1957,1959,PC
6,44964,A110 Westminster Saloon,"A110 Westminster Saloon (Bs10, Ad053)",Saloon,1961,1968,PC
6,44965,A125 Sheerline Saloon,"A125 Sheerline Saloon (Ds1, Dm1)",Saloon,1947,1954,PC
6,44966,A135 Princess Mki Saloon,"A135 Princess Mki Saloon (Ds2, Dm2, Dm4)",Saloon,1948,1967,PC
6,44967,A135 Princess Mkii Saloon,"A135 Princess Mkii Saloon (Ds3, Dm3)",Saloon,1950,1953,PC
6,44968,A135 Princess Mkiii Saloon,"A135 Princess Mkiii Saloon (Dm4, Ds5, Dm5, Ds6)",Saloon,1953,1956,PC
6,44969,A135 Princess Mkiv Saloon,"A135 Princess Mkiv Saloon (Ds6, Dm4, Ds7, Dm7)",Saloon,1956,1967,PC
6,44970,Freeway Mki Saloon,Freeway Mki Saloon (Ado40),Saloon,1962,1964,PC
6,44971,Freeway Mkii Saloon,Freeway Mkii Saloon (Yd03),Saloon,1964,1965,PC
6,44972,Freeway Mki Station Wagon,Freeway Mki Station Wagon (Ado40),Estate,1962,1964,PC
6,44973,Freeway Mkii Station Wagon,Freeway Mkii Station Wagon (Yd03),Estate,1964,1965,PC
6,44974,Fx4 Saloon,Fx4 Saloon (Ado6),Saloon,1958,1982,PC
6,44975,Gipsy Series I Closed Off-Road Vehicle,Gipsy Series I Closed Off-Road Vehicle (G1),Off-Road,1958,1960,PC
6,44976,Gipsy Series I Open Off-Road Vehicle,Gipsy Series I Open Off-Road Vehicle (G1),Off-Road,1958,1960,PC
6,44977,Gipsy Series Ii Closed Off-Road Vehicle,Gipsy Series Ii Closed Off-Road Vehicle (G2),Off-Road,1960,1962,PC
6,44978,Gipsy Series Ii Open Off-Road Vehicle,Gipsy Series Ii Open Off-Road Vehicle (G2),Off-Road,1960,1962,PC
6,44979,Gipsy Series Iv Closed Off-Road Vehicle,Gipsy Series Iv Closed Off-Road Vehicle (G4),Off-Road,1962,1968,PC
6,44980,Gipsy Series Iv Open Off-Road Vehicle,Gipsy Series Iv Open Off-Road Vehicle (G4),Off-Road,1962,1968,PC
6,44981,J2 Bus,J2 Bus (J2ba),Bus,1956,1967,PC
6,44982,J2 Pickup,J2 Pickup (J2pa),Pickup,1956,1967,PC
6,44983,J2 Van,J2 Van (J2va),Van,1956,1967,PC
6,44984,J4 Pickup,J4 Pickup (J4pa),Pickup,1960,1974,PC
6,44985,J4 Van,J4 Van (J4va),Van,1960,1974,PC
6,44986,250 Ju Van,250 Ju Van (Juv),Van,1969,1973,PC
6,44987,250 Ju Bus,250 Ju Bus (Jub),Bus,1969,1973,PC
6,44988,Champ Closed Off-Road Vehicle,"Champ Closed Off-Road Vehicle (Wn1, Wn2, Wn3)",Off-Road,1951,1956,PC
6,44989,Champ Open Off-Road Vehicle,"Champ Open Off-Road Vehicle (Wn1, Wn2, Wn3)",Off-Road,1951,1956,PC
6,90124,1800 Mkiii Saloon,1800 Mkiii Saloon (Ad017),Saloon,1972,1975,PC
10,1070,Midi Bus,Midi Bus,Bus,1984,1992,PC
10,3567,Chevanne,Chevanne,Estate,1976,1982,PC
