let_eng_id,let_type_id,case
5447,15848,PC
28141,22485,CV
3778,6708,PC
20015,20405,PC
21946,54928,PC
8846,24864,CV
7875,58328,CV
38347,34592,PC
41170,38657,CV
34101,155206,PC
16315,26373,PC
38245,42914,CV
40904,143289,PC
37274,133302,PC
26410,3428,PC
28157,49476,CV
26132,125367,PC
29233,113458,PC
38568,137681,PC
23248,24068,CV
4524,21388,PC
18828,10820,CV
24248,111360,PC
2304,22853,PC
20729,125925,PC
37635,136670,PC
53614,801028,PC
2549,109601,PC
37172,59774,PC
6973,22055,CV
33421,119653,PC
38751,119096,PC
45329,47596,CV
5450,21385,PC
7377,2193,CV
33068,130581,PC
25111,127709,PC
21469,23963,PC
16500,54444,CV
16399,19315,PC
4044,1892,PC
7772,1702,CV
19096,54660,CV
18978,10705,CV
28159,49755,CV
38711,51583,CV
36057,27442,CV
39035,141091,PC
17544,17101,PC
52138,158303,PC
18806,14395,CV
8062,99,CV
44586,42041,CV
7696,56923,CV
24478,20336,CV
45064,154938,PC
23003,11128,CV
30044,105858,PC
32933,157145,PC
40385,34043,CV
27822,107984,PC
39994,148208,PC
22378,56157,CV
37623,31967,CV
28084,18044,CV
40395,34318,CV
16522,11970,CV
26900,57443,CV
11914,3713,CV
8501,14340,PC
38745,13655,PC
23988,17976,CV
34921,141719,PC
42499,105940,PC
32581,34144,PC
45967,25170,CV
13932,8941,PC
40993,40553,CV
29008,61690,CV
30066,129270,PC
3410,7410,PC
18096,53631,CV
4332,40448,PC
18904,60394,CV
8880,24841,CV
6601,5353,CV
23436,31113,CV
49928,155512,PC
37432,136256,PC
44030,54150,PC
23734,32576,PC
45655,146318,PC
4705,28908,PC
18167,124212,PC
41556,41118,CV
37828,45770,CV
6247,26008,CV
38850,138182,PC
42489,39647,PC
30988,112929,PC
28084,15709,CV
20887,17970,CV
27227,128261,PC
37855,28895,CV
38249,30194,CV
34124,24667,CV
26320,107390,PC
36628,106531,PC
26864,56562,PC
19016,59949,CV
2884,23809,PC
10513,2006,CV
15989,11301,PC
44806,45683,CV
24090,138047,PC
23767,10139,CV
39208,141153,PC
22373,800580,CV
42542,12843,PC
36653,37983,PC
32085,135085,PC
4332,40447,PC
18802,14373,CV
38274,802884,CV
44853,145178,PC
28603,19986,CV
33203,119475,PC
35502,65378,CV
43010,146504,PC
31833,154660,PC
46477,137727,PC
29211,159033,PC
18326,126268,PC
38888,30908,CV
26321,57659,PC
18098,9419,CV
37017,25109,CV
48410,143426,PC
26930,34846,PC
38790,41046,CV
36822,50813,CV
37496,26848,CV
23813,36258,PC
31786,112194,PC
28066,142737,PC
31687,153310,PC
25611,31147,CV
20230,53642,CV
31407,56147,PC
30816,137174,PC
8542,6268,CV
35320,130141,PC
11914,10303,CV
3183,57692,PC
51674,157864,PC
5785,736,CV
6652,4425,CV
7787,56442,CV
18945,59417,PC
44585,41942,CV
37293,132207,PC
52988,800108,CV
6060,260,CV
25880,8165,PC
26400,33803,PC
30651,59567,PC
37118,25397,CV
23698,62129,CV
36822,25551,CV
7785,54298,CV
53446,139250,PC
51229,154972,PC
35166,57616,CV
49964,156241,PC
20363,31148,CV
44586,42017,CV
11314,8830,CV
20396,11244,CV
23118,25081,PC
34089,124538,PC
17651,54720,PC
45793,151838,PC
23701,19215,CV
39208,139333,PC
8645,6522,CV
22580,21338,CV
38276,143194,PC
31601,43097,PC
29738,108074,PC
37481,37133,CV
20396,11285,CV
12952,21484,PC
20396,31128,CV
29553,106951,PC
51210,29411,PC
12530,59110,CV
52988,800083,CV
5813,13247,CV
27737,15227,CV
16901,13498,CV
5777,7614,CV
19114,8875,CV
8880,24838,CV
12188,4040,CV
31601,119748,PC
36169,133668,PC
7791,5860,CV
18745,150713,PC
26253,27535,PC
28084,35180,CV
41026,141714,PC
36280,36550,PC
8914,4963,CV
23104,9233,CV
34319,55131,PC
36700,117807,PC
2936,2972,PC
5749,235,CV
38128,46033,CV
4706,22703,PC
31776,107057,PC
16836,58674,CV
7792,2447,CV
27609,33552,CV
4479,6581,PC
48370,39309,CV
20887,12261,CV
44576,41626,CV
16229,15970,PC
22918,13480,PC
40904,141598,PC
36821,51070,CV
36820,25159,CV
27609,15633,CV
21189,24776,PC
43122,110595,PC
1012,2730,PC
26462,11956,PC
21858,111312,PC
6247,52556,CV
7776,56725,CV
25599,9312,CV
6560,15102,PC
20068,11918,PC
29233,123823,PC
32800,119076,PC
49999,155161,PC
50077,107357,PC
29784,108345,PC
23964,38582,CV
42525,129768,PC
15632,27899,PC
38849,40955,CV
37595,41754,CV
17750,13090,CV
22040,30481,PC
17344,16461,PC
44811,25150,CV
31345,158795,PC
38160,41060,CV
12047,3909,CV
17430,131391,PC
7772,53812,CV
37623,41766,CV
4759,999,PC
28157,21927,CV
27755,13640,PC
31932,31353,CV
27037,24646,PC
50755,16658,CV
18376,28749,PC
2839,2426,PC
35074,151055,PC
25599,11157,CV
15650,14927,PC
25620,31548,CV
17045,54417,CV
29553,106937,PC
53729,801111,PC
31635,111339,PC
45702,802772,CV
44383,45449,CV
15708,133346,PC
36822,51235,CV
44327,41377,CV
24314,34795,PC
18829,10603,CV
33648,121803,PC
2671,1201,PC
23069,12357,CV
37483,12539,PC
36822,25460,CV
34408,125975,PC
27712,9231,CV
25620,31538,CV
20076,114070,PC
39946,35593,CV
20389,52062,PC
28159,17352,CV
53334,159684,PC
36660,58589,PC
27731,40816,CV
44590,42167,CV
27609,15642,CV
39035,139578,PC
44699,137973,PC
34123,25537,CV
19251,7774,CV
16786,25016,CV
45668,49347,CV
4555,4108,PC
33527,118568,PC
31064,111096,PC
24346,22524,PC
14511,6393,CV
39722,41230,CV
43140,33190,PC
10828,20680,CV
6044,182,CV
23698,62270,CV
19724,129126,PC
28084,17930,CV
3650,49121,PC
18555,100232,PC
22907,134819,PC
38751,14767,PC
20776,10600,CV
42489,39680,PC
37724,29474,CV
20369,31127,CV
7690,1231,CV
30033,120551,PC
44169,144674,PC
4840,2469,PC
17020,7571,CV
40311,34763,CV
1558,20417,PC
25821,141456,PC
16218,15675,PC
12530,59109,CV
37507,34543,CV
34123,23541,CV
34857,144618,PC
9156,26102,CV
20678,16573,PC
38245,47177,CV
5030,1680,PC
37483,12553,PC
20723,25449,PC
28159,802630,CV
35074,128832,PC
36292,11644,PC
20610,126809,PC
45668,49750,CV
18515,18984,PC
30801,111125,PC
5814,14696,CV
30360,6282,PC
18098,53919,CV
36506,47955,PC
21858,37857,PC
28571,131796,PC
25431,10444,PC
38514,159089,PC
37595,31648,CV
23137,20806,CV
7787,56318,CV
19665,22717,PC
24373,29401,PC
38634,802490,CV
25194,14132,CV
44443,122045,PC
20068,134029,PC
32113,32879,CV
36388,151988,PC
18236,15942,PC
29875,111755,PC
8641,46249,CV
35605,124784,PC
7791,53827,CV
32113,32878,CV
45976,50358,CV
24071,129296,PC
7778,2557,CV
28516,151808,PC
36188,139270,PC
27609,33500,CV
49460,143432,PC
26444,111355,PC
18806,14396,CV
45702,25320,CV
24051,802840,CV
31868,130769,PC
16204,6810,CV
32113,32850,CV
41898,143127,PC
43893,140189,PC
29258,119496,PC
25450,27817,PC
35110,136254,PC
28541,107415,PC
41256,142218,PC
31570,116312,PC
11008,2235,CV
33214,26807,CV
31943,31320,CV
26210,126866,PC
35166,49923,CV
7778,56228,CV
38381,31516,CV
26325,154628,PC
18098,8947,CV
18828,55766,CV
20610,26514,PC
27706,41686,CV
23003,11240,CV
26601,129853,PC
37623,32060,CV
12849,10944,PC
9225,52276,CV
19084,9464,CV
9451,9057,PC
36057,30307,CV
44104,143499,PC
4705,15543,PC
7735,55730,CV
5199,6843,PC
4001,20658,PC
44807,25834,CV
8821,5426,CV
50755,16558,CV
37612,31623,CV
34201,125174,PC
49290,154708,PC
36821,20910,CV
12208,60282,CV
27716,52327,CV
31868,130101,PC
20848,62071,CV
47049,800972,PC
7767,55087,CV
42374,6905,PC
738,27880,PC
27645,18456,CV
35914,27730,CV
7696,1767,CV
38245,46694,CV
27723,16718,CV
36660,38140,PC
17096,7580,CV
35548,139125,PC
9513,8431,PC
2383,7272,PC
25629,126986,PC
28670,122837,PC
36597,29858,PC
27736,15285,CV
22378,22989,CV
17309,58521,PC
19016,8650,CV
38857,137712,PC
2904,2304,PC
18020,138680,PC
29827,36622,CV
13331,10298,CV
29830,37502,CV
28516,106671,PC
18606,51107,PC
34880,23239,CV
22906,18646,CV
24992,35927,PC
31922,32100,CV
16980,16433,CV
45851,140313,PC
22101,9798,PC
45420,123535,PC
28516,108261,PC
2532,33897,PC
18363,14519,CV
40674,141084,PC
39435,19889,PC
38165,42369,CV
24917,9378,PC
4251,4604,PC
2505,133456,PC
17593,28750,PC
18185,8133,CV
28541,147926,PC
25614,11153,CV
51203,157216,PC
23850,50354,PC
4801,1831,PC
7767,65606,CV
32122,36355,CV
28084,18260,CV
17501,17974,PC
17627,13942,PC
26136,34919,PC
39516,8085,PC
29544,32300,PC
29140,18170,CV
39580,140375,PC
17651,58334,PC
16469,18158,PC
6247,52567,CV
20617,9516,CV
25098,25441,PC
24992,9636,PC
7735,53009,CV
24018,38320,CV
13334,21537,CV
9221,52346,CV
31622,33588,PC
7776,1758,CV
2218,497,PC
18585,14609,PC
19879,22397,PC
35539,53389,CV
2117,789,PC
39783,138706,PC
5430,12248,PC
37813,42278,CV
9216,3927,CV
40385,34018,CV
44041,145326,PC
18096,53651,CV
38975,48668,CV
37470,51392,CV
25516,11382,PC
43605,135808,PC
36531,44035,PC
22516,15392,PC
9236,26072,CV
32088,141988,PC
45258,46577,CV
17427,46568,PC
30838,127874,PC
3792,6724,PC
24898,55636,PC
25821,150538,PC
37996,45408,CV
3904,2809,PC
38706,32780,CV
2459,46505,PC
45668,49254,CV
32122,36230,CV
18325,52292,PC
4706,4186,PC
23644,105943,PC
2459,144553,PC
44498,144949,PC
20848,57072,CV
20611,158782,PC
35561,23896,CV
35360,139810,PC
29008,62053,CV
37118,27137,CV
2019,3677,PC
41965,135951,PC
5645,5670,CV
7696,2548,CV
37150,135216,PC
46291,143610,PC
43438,50489,PC
22378,10817,CV
29330,24076,CV
20560,30452,PC
44670,144926,PC
50339,156145,PC
6092,187,CV
18642,62160,CV
42842,24999,PC
45831,155884,PC
45702,802768,CV
35884,109547,PC
31199,11669,PC
15428,6775,CV
43327,118518,PC
18829,10822,CV
20973,57730,PC
38213,30864,CV
9156,8759,CV
40389,34705,CV
3120,12327,PC
2659,1194,PC
41064,144116,PC
24634,107605,PC
28930,54085,CV
20875,24260,CV
18585,14608,PC
33159,119959,PC
40910,148119,PC
25262,29329,PC
28015,100863,PC
29827,36404,CV
35255,129781,PC
25522,13748,CV
2541,23417,PC
32051,37742,PC
23740,32356,PC
28123,59257,PC
11731,25628,CV
33030,34869,PC
45641,100555,PC
44342,144213,PC
28084,16136,CV
32088,800060,PC
16730,17146,PC
38911,41168,CV
27712,11213,CV
32060,117227,PC
7801,56039,CV
28156,21532,CV
28084,33523,CV
21873,28836,PC
3653,128225,PC
18264,128520,PC
27787,28920,CV
17111,8527,CV
15048,6741,CV
35360,130445,PC
38153,46039,CV
12187,4000,CV
3254,1998,PC
17724,936,PC
33915,800689,PC
29485,108269,PC
33214,27710,CV
24765,132654,PC
43570,107135,PC
15499,122328,PC
6093,357,CV
49899,127555,PC
28521,54340,PC
21858,37578,PC
50755,44060,CV
27609,16233,CV
37964,41104,CV
17339,7826,CV
13333,10332,CV
28084,33478,CV
35832,135089,PC
44806,25523,CV
17604,11417,PC
20246,16661,PC
25166,147673,PC
22015,26879,PC
3560,2885,PC
18253,800831,PC
45879,41305,CV
13648,36465,PC
5830,58144,CV
36994,144453,PC
18454,137683,PC
3221,7730,PC
43566,55018,PC
4759,31979,PC
27897,100330,PC
16901,10251,CV
17593,8142,PC
27609,33609,CV
34847,57171,PC
6323,58452,CV
31943,31405,CV
33267,13828,PC
15499,55496,PC
34124,24634,CV
39921,132002,PC
22378,55843,CV
31932,31338,CV
16522,53176,CV
36660,54261,PC
28066,6932,PC
32124,22577,CV
33176,8017,PC
11769,20855,PC
37883,44883,CV
23760,19711,PC
1301,687,PC
26343,123034,PC
22067,22350,PC
18829,55934,CV
7147,26838,PC
20460,12632,CV
20847,56988,CV
30740,34358,CV
1973,9217,PC
21119,21618,CV
3672,2493,PC
39856,59761,PC
17239,13773,CV
23928,56162,PC
11908,3647,CV
31799,48554,PC
53087,159299,PC
30831,111946,PC
36562,134202,PC
43532,6162,PC
11311,59071,CV
383,3100,PC
34101,124641,PC
16666,190,CV
25562,32010,PC
38634,38209,CV
25118,32772,PC
21119,21616,CV
38165,46662,CV
25599,31130,CV
18970,8471,CV
27609,15903,CV
35502,65404,CV
20396,11129,CV
22292,30511,PC
27711,9245,CV
21189,39748,PC
19016,59460,CV
35724,158685,PC
28564,19680,CV
35561,50059,CV
18075,23049,CV
22657,18067,PC
37232,137590,PC
7800,55701,CV
13333,10340,CV
42451,4922,PC
45407,138085,PC
3833,26061,PC
30944,117423,PC
28084,33404,CV
15051,8009,CV
5326,59736,PC
49925,155039,PC
38970,40369,CV
54689,802607,CV
23003,20826,CV
35914,33849,CV
16390,12344,PC
42883,126087,PC
50469,60601,CV
28159,49271,CV
29733,108037,PC
19096,8678,CV
11047,148099,PC
37595,32018,CV
27616,27696,CV
46477,133313,PC
7791,5861,CV
50128,58884,CV
36280,111307,PC
42489,39529,PC
17047,17214,PC
32264,122578,PC
35033,128839,PC
32716,59360,PC
42396,27188,PC
44744,124046,PC
20068,134586,PC
25279,16575,PC
17682,57562,CV
35561,49999,CV
18970,8473,CV
16890,16815,PC
45155,49147,CV
31125,108075,PC
28217,35679,PC
45689,108827,PC
38466,47373,CV
22603,34894,PC
7767,55862,CV
13333,12116,CV
20600,30985,PC
45218,46151,CV
39580,137735,PC
44696,142276,PC
26342,100805,PC
27540,14991,CV
38896,41141,CV
19295,5797,PC
18828,55153,CV
29897,10061,PC
28564,19517,CV
37623,42140,CV
3207,23508,PC
19281,34836,PC
28571,122186,PC
25594,650,PC
36502,51639,CV
18185,8132,CV
2747,8228,PC
26670,31673,PC
24381,66108,CV
27616,27995,CV
38128,30385,CV
22373,21899,CV
1043,11090,PC
12351,7978,PC
30552,135529,PC
13648,111705,PC
20006,23302,PC
33168,55485,PC
18604,129022,PC
5645,6606,CV
28084,33337,CV
10972,2071,CV
18573,111735,PC
36700,113121,PC
5645,5652,CV
6663,3736,CV
17558,5488,PC
80,99,PC
19084,59894,CV
43302,110457,PC
42564,29205,PC
26863,109031,PC
3810,4813,PC
37284,26258,CV
26344,115218,PC
46457,139224,PC
48243,57168,CV
53151,800351,PC
45421,126582,PC
23870,34593,PC
24267,55120,PC
18731,29556,PC
34464,22452,CV
9156,8765,CV
7778,56229,CV
39732,151799,PC
46566,128373,PC
34156,124982,PC
29907,109212,PC
38155,43376,CV
42616,109692,PC
28387,25498,PC
37570,138573,PC
22101,9799,PC
41934,42200,CV
38991,24749,PC
29830,37390,CV
16522,11671,CV
45027,108109,PC
22580,21268,CV
29891,116834,PC
25532,10347,PC
17848,7377,PC
49792,156103,PC
41758,142655,PC
9378,27695,PC
35603,58192,PC
27609,35733,CV
28673,20032,CV
32122,41472,CV
1182,1064,PC
16904,7744,CV
26661,131575,PC
33769,152191,PC
46013,147327,PC
38165,45279,CV
24427,142778,PC
34743,37671,CV
20296,53058,CV
48384,151723,PC
12549,4431,CV
11314,58727,CV
37813,40789,CV
8880,5173,CV
38721,40173,CV
16836,58866,CV
53878,801277,PC
27809,58765,PC
3847,49324,PC
38010,39235,CV
42724,123285,PC
4979,1712,PC
34682,127328,PC
18829,54973,CV
8641,59868,CV
43130,15184,PC
16344,28767,PC
39046,139378,PC
15499,137147,PC
29445,106050,PC
32085,112660,PC
4950,3457,PC
24898,55308,PC
550,52313,PC
24051,42196,CV
14289,6186,CV
28157,19534,CV
23962,38670,CV
15051,8010,CV
21878,39598,PC
29008,61975,CV
20363,53617,CV
38105,31034,CV
39340,134820,PC
3756,5015,PC
23698,62223,CV
35166,57669,CV
23662,53410,CV
38099,42792,CV
27712,18506,CV
18098,8890,CV
44806,45681,CV
8290,100675,PC
35155,7266,PC
44585,41726,CV
20230,53550,CV
1604,4257,PC
37780,47335,CV
6054,8189,CV
50128,58663,CV
42989,135455,PC
43438,50491,PC
27609,17937,CV
26706,14532,CV
20363,9279,CV
29656,58535,PC
41965,140980,PC
38197,28980,CV
4720,556,PC
30486,54745,CV
18274,16228,PC
28387,31007,PC
45668,49525,CV
8641,59529,CV
46525,138532,PC
28084,15537,CV
6247,52569,CV
22580,21250,CV
22603,128737,PC
7791,54336,CV
30708,33976,CV
34499,126573,PC
27712,9224,CV
5814,58291,CV
20706,18003,PC
5770,507,CV
6092,264,CV
9727,8961,PC
38466,28737,CV
42573,114968,PC
28159,19521,CV
34431,106247,PC
9229,26065,CV
28084,33390,CV
19436,55856,CV
16229,21557,PC
31924,31122,CV
2793,6730,PC
25569,122474,PC
38153,45263,CV
23814,50930,PC
33098,115206,PC
37817,29118,CV
44812,25773,CV
17951,45210,PC
27707,11099,CV
39345,52073,CV
48016,55029,CV
44429,147489,PC
20363,31131,CV
38916,60817,CV
23104,9245,CV
3401,3766,PC
7791,54197,CV
2847,7875,PC
23827,43993,PC
47026,150088,PC
38706,65329,CV
40950,62382,CV
22223,12999,CV
6825,7432,PC
2936,59049,PC
25614,11211,CV
32085,120416,PC
23644,105942,PC
28084,16004,CV
15891,154984,PC
36067,139403,PC
9679,58717,CV
37595,41977,CV
7787,54179,CV
6657,4393,CV
20396,31125,CV
23870,31464,PC
2551,7283,PC
18746,109669,PC
42610,110564,PC
25293,29640,PC
46477,131487,PC
19313,19933,PC
38048,40908,CV
38638,54771,CV
11889,7755,PC
25516,11322,PC
21878,114294,PC
40395,34754,CV
31367,118560,PC
27227,128116,PC
47601,37075,CV
26220,27675,PC
28157,23487,CV
21731,124329,PC
15894,9643,PC
11768,25361,CV
37108,65441,CV
21310,53568,CV
35298,137585,PC
25620,31148,CV
20823,18067,PC
19665,23664,PC
25297,29099,PC
37813,41117,CV
24381,803355,CV
26023,14117,PC
17414,116963,PC
19355,15845,PC
45665,56157,CV
7660,65710,CV
27706,41668,CV
14333,9042,PC
37284,26257,CV
52988,800135,CV
41296,139690,PC
45971,800393,CV
31693,55045,CV
6632,4735,CV
9225,52306,CV
5727,200,CV
13331,60727,CV
38823,30969,CV
48255,802540,CV
18988,105690,PC
27731,60524,CV
4487,15281,PC
31693,19934,CV
20056,17765,CV
27609,33462,CV
29021,33903,CV
33410,133579,PC
24236,34880,PC
36209,141080,PC
33214,36783,CV
33214,21386,CV
37724,43020,CV
38245,45389,CV
25297,137290,PC
34545,22705,CV
42163,30727,PC
20718,130550,PC
38203,47285,CV
7767,1601,CV
35553,131140,PC
48014,56243,CV
30838,107700,PC
28159,17448,CV
34805,127520,PC
18907,18114,PC
14690,6428,CV
28143,33907,CV
38240,48509,CV
16204,7503,CV
50245,156075,PC
25572,18539,PC
36822,24770,CV
25620,31572,CV
20389,39167,PC
20887,61922,CV
7776,56493,CV
28084,21702,CV
47464,52068,CV
38365,137423,PC
9788,12104,PC
19746,22166,PC
28141,20795,CV
8914,20746,CV
34921,141836,PC
16337,15468,PC
18468,17281,PC
21491,23717,PC
32114,32668,CV
2426,4116,PC
35699,39341,CV
30891,149704,PC
30755,21732,CV
2574,116946,PC
36745,143730,PC
35914,40215,CV
9238,52492,CV
22967,31153,CV
19227,122215,PC
37118,25601,CV
697,17432,PC
40335,140578,PC
33846,141346,PC
21011,23080,PC
9177,26118,CV
6956,8975,CV
40883,15817,PC
9229,52587,CV
7791,5857,CV
4052,1633,PC
40197,140415,PC
18264,137531,PC
40311,34535,CV
18098,38693,CV
23104,11229,CV
28084,35295,CV
43948,134102,PC
35561,23674,CV
12530,59107,CV
1725,21334,PC
45668,49752,CV
5416,7544,PC
27196,57461,PC
21858,122586,PC
53960,801974,CV
1686,17069,PC
36996,141052,PC
27731,15160,CV
19551,21206,PC
8290,33204,PC
11330,3193,CV
5102,6004,PC
35316,130043,PC
23094,18506,CV
27609,33698,CV
30752,38063,PC
38638,55048,CV
40466,44951,CV
45027,106160,PC
7660,38818,CV
38445,48614,CV
42895,135392,PC
45027,131683,PC
18363,14516,CV
7771,11022,CV
33214,27828,CV
24071,129295,PC
30067,12877,PC
27175,55992,PC
33899,138064,PC
31943,31370,CV
29233,113454,PC
7776,56675,CV
22570,51970,PC
9788,133398,PC
23516,31193,PC
38203,29462,CV
36028,133569,PC
38330,154934,PC
38031,29237,CV
6555,127403,PC
18829,55569,CV
41767,112925,PC
13333,10398,CV
15190,132640,PC
27204,160965,PC
28127,62103,CV
24741,127445,PC
31693,49559,CV
5787,58635,CV
48008,11373,PC
33214,27457,CV
16901,10208,CV
7795,56192,CV
16878,46252,CV
39839,139701,PC
44935,43945,CV
1323,8736,PC
39439,5207,PC
23137,31264,CV
23119,9316,CV
20633,9552,CV
28930,56453,CV
11311,5231,CV
35540,53410,CV
18425,29609,PC
28159,800515,CV
22374,800509,CV
18829,54882,CV
38723,107794,PC
5559,13099,PC
28930,54100,CV
9225,52320,CV
7787,56395,CV
28084,35388,CV
26065,138659,PC
22378,13511,CV
3788,125217,PC
34871,9290,CV
34682,136066,PC
35323,130170,PC
29803,106597,PC
12530,5247,CV
36015,146604,PC
20369,9245,CV
25517,53382,PC
2054,150551,PC
2877,2366,PC
21645,30786,PC
43264,13446,PC
44857,63578,CV
32032,128047,PC
17651,150853,PC
109,111,PC
36043,132874,PC
7771,51419,CV
26321,56771,PC
23619,19637,PC
20283,9157,CV
38165,41061,CV
47149,149979,PC
17876,14037,CV
11908,3646,CV
7771,1430,CV
30529,123948,PC
38010,46732,CV
34376,17528,PC
40910,148127,PC
16520,14938,CV
47052,155186,PC
40385,34068,CV
27706,41655,CV
37282,113351,PC
52062,158131,PC
35540,11878,CV
16135,14413,PC
42489,113515,PC
2149,393,PC
7771,1690,CV
36660,38139,PC
24381,58027,CV
23065,38572,CV
24573,17410,PC
39041,138376,PC
11389,3251,CV
44585,42158,CV
21089,32460,CV
40988,48880,CV
39439,131658,PC
27739,15125,CV
25214,33631,PC
33352,29811,PC
35909,124705,PC
22905,13988,PC
18829,55720,CV
38011,44384,CV
26245,27533,PC
25620,31546,CV
29738,123747,PC
19294,138417,PC
25532,12329,PC
53870,801665,CV
18802,14365,CV
34744,36682,CV
22166,46154,PC
27731,15381,CV
32085,125458,PC
27609,18037,CV
18651,62259,CV
15499,156934,PC
26833,14906,CV
11428,8419,PC
28067,128496,PC
20369,9322,CV
26119,134077,PC
21858,38370,PC
45090,145075,PC
38285,32389,CV
50755,44113,CV
35561,58830,CV
1558,150783,PC
16767,7864,CV
18904,9087,CV
19109,53896,CV
7696,65903,CV
34716,127441,PC
29724,111781,PC
22906,11051,CV
11329,3193,CV
39775,31174,PC
20302,49122,CV
28516,151764,PC
25600,11245,CV
36280,135082,PC
28385,12140,PC
23767,10208,CV
2636,46986,PC
51254,800991,PC
10748,145820,PC
1931,3706,PC
45099,45589,CV
9123,4274,CV
28096,16283,CV
2322,33118,PC
44438,30393,PC
18643,24204,CV
39753,46744,CV
9236,26061,CV
13333,10355,CV
39299,128044,PC
25261,32731,PC
7785,56715,CV
28552,17474,PC
28569,107479,PC
48031,147460,PC
44811,25582,CV
28084,35682,CV
48613,57485,CV
49844,155448,PC
29827,36623,CV
44248,144530,PC
4865,5253,PC
22378,66247,CV
25755,20087,PC
20737,19720,PC
18469,17766,PC
4829,6797,PC
28157,49664,CV
36517,53418,PC
33705,122129,PC
32085,36802,PC
38462,44545,CV
26533,34740,PC
18727,19222,PC
8879,20664,CV
40385,34015,CV
5805,334,CV
37623,31744,CV
36660,111022,PC
3833,157113,PC
28157,21840,CV
20973,32686,PC
2754,2345,PC
25779,59028,PC
29830,36599,CV
42912,110543,PC
12952,21342,PC
31858,114582,PC
19658,129251,PC
16901,7775,CV
17184,7702,CV
18062,20266,CV
32085,125457,PC
36280,37815,PC
13331,60716,CV
38092,43457,CV
23676,38597,CV
6075,8179,CV
23678,54792,CV
2399,28924,PC
8290,22847,PC
28157,49605,CV
53785,160470,PC
41583,40286,CV
28930,56498,CV
31747,21529,PC
36660,57932,PC
21701,6215,PC
22480,16478,PC
39837,107051,PC
18454,153272,PC
16901,13543,CV
15893,9642,PC
27047,134552,PC
18978,10716,CV
38128,40089,CV
44585,41989,CV
16204,7504,CV
7767,65851,CV
10828,12679,CV
33466,58556,PC
7696,1764,CV
41974,143334,PC
38155,44938,CV
18703,8858,CV
45456,3866,PC
17682,7932,CV
3833,8330,PC
15485,15632,PC
21188,26735,PC
27227,58679,PC
28157,800217,CV
24247,124881,PC
38799,154224,PC
37501,37481,CV
5276,268,PC
40389,34734,CV
41767,121960,PC
29388,126486,PC
7792,56583,CV
24346,17745,PC
19084,11798,CV
8977,13161,CV
38249,42474,CV
6657,4395,CV
17319,19759,PC
20633,22598,CV
44807,800796,CV
37780,32355,CV
23436,31400,CV
38846,40979,CV
27517,47517,CV
18829,54926,CV
35166,23617,CV
7726,1341,CV
14511,59631,CV
14289,11825,CV
9787,122665,PC
20032,19442,PC
24857,13113,CV
50077,107356,PC
53358,801496,CV
43666,112129,PC
26853,29039,PC
18912,18386,PC
31799,105703,PC
18977,22694,PC
16503,11811,CV
7772,11908,CV
13333,10285,CV
40389,34699,CV
23664,53924,PC
20068,107299,PC
4069,1654,PC
17319,20856,PC
35166,801261,CV
6044,256,CV
28331,224,PC
25125,32611,PC
32143,52263,PC
20460,802448,CV
35539,53590,CV
26841,55942,PC
7137,14772,CV
18301,18048,PC
8854,4512,CV
27718,31164,CV
38160,48680,CV
47977,150868,PC
21980,26885,PC
36581,159902,PC
42489,129581,PC
7792,56205,CV
43905,30675,PC
28564,17335,CV
43271,25149,PC
25936,40660,CV
25612,11250,CV
550,114665,PC
23094,11214,CV
22912,134884,PC
29827,36501,CV
23248,13319,CV
41061,51727,CV
27711,20804,CV
22967,11069,CV
17296,38119,PC
7778,54616,CV
23094,9308,CV
21980,25985,PC
45700,800394,CV
4002,6320,PC
38638,55100,CV
22906,18620,CV
38466,43074,CV
8168,178,CV
19206,31493,PC
18234,28990,PC
32085,157667,PC
46111,108319,PC
22373,800576,CV
44155,157787,PC
19551,21258,PC
45831,160931,PC
38466,47433,CV
27609,15634,CV
36220,140643,PC
2934,2997,PC
36280,111036,PC
38790,41053,CV
47818,33823,PC
4925,2487,PC
10914,2487,CV
22378,10840,CV
38092,800896,CV
37108,33821,CV
38457,48060,CV
37595,31823,CV
38849,40791,CV
18030,18416,PC
28159,21842,CV
4723,802,PC
41259,154735,PC
8977,13179,CV
37501,26880,CV
18552,21585,PC
22378,55235,CV
391,16214,PC
7696,54143,CV
29544,32294,PC
16231,123325,PC
37623,41940,CV
30150,27021,PC
15191,14105,PC
36660,110816,PC
28193,16617,CV
44347,144113,PC
38838,31010,CV
35166,60444,CV
26661,52471,PC
4516,18018,PC
37813,41112,CV
40999,36064,CV
38916,60818,CV
22374,801989,CV
26630,14520,CV
38634,30238,CV
19960,133995,PC
6247,52976,CV
36790,135349,PC
25661,5421,PC
38018,44792,CV
12187,59782,CV
39170,31229,CV
3257,2054,PC
28084,16215,CV
25686,10095,CV
7776,56585,CV
44629,123460,PC
24917,9391,PC
41777,40652,CV
31942,32140,CV
28125,33839,PC
29286,125996,PC
18245,30446,PC
37470,27844,CV
10668,9098,PC
33179,30438,PC
29433,115572,PC
50163,155809,PC
8655,6597,CV
18711,22123,PC
16469,23818,PC
37724,45827,CV
9156,8760,CV
32248,117768,PC
45971,25594,CV
38293,140812,PC
21858,57744,PC
31932,31170,CV
50757,16587,CV
28084,15856,CV
25461,31512,CV
32113,32594,CV
