let_eng_id,let_type_id,case
41537,152634,PC
36341,130179,PC
6146,619,CV
4640,131782,PC
48259,151477,PC
16499,11848,CV
20179,24394,CV
36426,131505,PC
38707,32998,CV
37083,51682,CV
37065,20103,PC
24509,27430,CV
38106,47435,CV
49343,150076,PC
27610,16241,CV
41397,145134,PC
23512,29786,PC
18807,14408,CV
41168,38728,CV
43534,54175,PC
25850,65996,CV
36998,135308,PC
18830,55803,CV
3413,13794,PC
16913,8076,CV
33737,35297,CV
421,106063,PC
2482,25564,PC
45963,25372,CV
228,4641,PC
33182,56760,PC
44581,41994,CV
37119,25399,CV
25839,122254,PC
19098,53664,CV
14449,147715,PC
7872,58904,CV
24868,24511,PC
42279,31412,PC
38495,137614,PC
38639,32028,PC
45028,44483,CV
43369,17535,PC
45684,49219,CV
26211,100660,PC
48264,57249,CV
7764,65661,CV
24017,37584,CV
28965,11984,CV
40278,34684,CV
44200,146222,PC
30799,25541,CV
28967,1706,CV
39143,29499,PC
22621,152974,PC
6300,58103,CV
5130,6201,PC
30704,111285,PC
23835,54237,PC
41388,142453,PC
8987,13163,CV
44202,41345,CV
35824,132118,PC
14888,111596,PC
38284,49676,CV
25487,10138,CV
23059,38547,CV
3985,49959,PC
6301,747,CV
39504,17669,PC
43246,127245,PC
3725,3597,PC
8909,5511,CV
41158,803753,CV
37382,27256,CV
45975,50340,CV
21116,26912,PC
37046,26786,CV
39276,133662,PC
10415,1646,CV
39166,31237,CV
25169,33700,PC
20575,26454,PC
25820,12172,PC
40361,34271,CV
35012,35425,CV
18903,9081,CV
5715,76,CV
8126,8182,CV
44808,51166,CV
35242,23994,CV
24405,12272,PC
18323,133898,PC
33888,137999,PC
18520,24538,PC
21322,24519,PC
9728,2726,PC
38827,46913,CV
19427,133075,PC
42358,155465,PC
41969,109919,PC
9263,52582,CV
5801,8274,CV
20282,10182,CV
27595,40972,CV
35916,27887,CV
39762,32161,CV
35013,33529,CV
2557,10648,PC
5771,608,CV
34063,133599,PC
37624,41836,CV
38013,40441,CV
47338,51782,CV
21098,19100,CV
4424,8789,PC
32794,119058,PC
2870,28680,PC
43591,126139,PC
28914,124256,PC
7948,2229,CV
38204,29446,CV
24,198,PC
26264,52582,CV
29001,20912,CV
37487,27204,CV
16371,16721,PC
9219,3653,CV
42001,24817,PC
19681,19357,PC
38628,106489,PC
19938,55203,PC
1572,14150,PC
26990,56901,PC
19017,59772,CV
45805,151471,PC
32512,152267,PC
32934,33882,PC
38170,43529,CV
35905,27949,CV
7756,56111,CV
23705,23397,PC
24001,28183,PC
18508,18957,PC
24613,105920,PC
35167,57584,CV
39218,137737,PC
38925,61207,CV
43509,21255,PC
38902,47861,CV
44253,41399,CV
17650,20410,PC
23416,56090,PC
29735,108010,PC
28146,24258,CV
52944,159167,PC
19578,21166,PC
43435,39002,PC
35925,148289,PC
18212,145096,PC
27734,60621,CV
39328,59904,PC
43793,13759,PC
20294,26300,CV
37596,31640,CV
17451,61569,CV
7797,56767,CV
5105,5189,PC
31280,108646,PC
19259,27327,PC
46283,140969,PC
7725,65785,CV
19303,33531,PC
34617,46338,CV
8518,60122,CV
3622,49048,PC
44200,156137,PC
42576,53598,PC
47624,161100,PC
18540,19395,PC
16378,32026,PC
44351,149239,PC
36500,114117,PC
2162,770,PC
20963,23145,PC
28581,58823,PC
38753,48258,CV
33216,21414,CV
20924,41260,CV
26933,13658,PC
50466,156331,PC
52937,800237,PC
46528,51599,CV
5024,1675,PC
17863,16465,PC
10559,3054,CV
27443,59521,PC
47763,800851,PC
41925,142458,PC
40396,34690,CV
48004,54985,CV
28017,54989,PC
2178,845,PC
30768,801970,CV
34617,46866,CV
20632,36030,CV
47757,800926,PC
33799,122684,PC
4935,30016,PC
29019,61952,CV
27722,31151,CV
15429,6768,CV
26580,55460,PC
43963,110135,PC
34121,24462,CV
6678,3636,CV
15341,59139,PC
38836,31099,CV
22151,12086,CV
40865,144083,PC
29604,107543,PC
25749,107601,PC
33725,33438,CV
44808,50716,CV
35967,134312,PC
13271,12895,PC
28215,46023,PC
4977,3925,PC
30853,145648,PC
40688,39266,CV
40727,47911,CV
33798,31218,PC
20466,41542,CV
14729,20847,PC
44952,43927,CV
40764,58564,PC
23782,106303,PC
18774,9647,PC
45036,44485,CV
36818,25481,CV
45901,158738,PC
40685,48134,CV
31033,157600,PC
24977,9376,PC
16674,13249,CV
21111,52489,PC
25741,125034,PC
41089,36661,CV
6174,608,CV
3002,31413,PC
499,37486,PC
20366,11616,CV
23084,32096,CV
24352,17632,PC
31796,135507,PC
38114,43249,CV
28133,20737,CV
33911,33522,CV
40899,143709,PC
38106,47450,CV
18495,3302,CV
11312,8438,CV
36799,24666,CV
38637,19576,CV
3820,136282,PC
29646,50186,CV
1691,127314,PC
35012,13908,CV
51211,137459,PC
28047,114762,PC
18830,55601,CV
21904,27527,PC
35242,60461,CV
24660,18934,PC
13953,8353,PC
28282,16705,CV
38399,118536,PC
18131,17949,PC
4724,7121,PC
27485,15000,CV
5802,58347,CV
45697,802811,CV
38420,118535,PC
25198,22272,PC
36395,125658,PC
37621,31619,CV
27970,134981,PC
33689,122072,PC
7766,55322,CV
37810,29561,CV
40382,34121,CV
27057,20530,CV
30265,24172,CV
24941,30006,PC
37383,27920,CV
25694,131969,PC
20373,31515,CV
30716,111191,PC
36009,132837,PC
21132,19371,CV
6620,55495,CV
5779,58593,CV
4938,125216,PC
7781,1791,CV
34121,27395,CV
36481,51673,CV
27732,15395,CV
4785,7174,PC
7793,54075,CV
26346,57464,PC
43016,123249,PC
24931,10286,PC
44991,43775,CV
32931,29389,PC
25619,31526,CV
25719,144619,PC
32534,148539,PC
21100,7082,CV
27722,18650,CV
21948,16544,PC
8616,5709,CV
18827,55012,CV
18830,55634,CV
7725,53262,CV
11131,48900,PC
20810,21207,PC
23715,28181,PC
28134,61794,CV
32392,108245,PC
17171,61533,CV
20851,58581,PC
11133,2909,CV
35069,127163,PC
39405,138759,PC
25230,34912,PC
14311,11949,CV
37836,45633,CV
38235,40597,CV
42417,123887,PC
20834,19989,PC
45057,142280,PC
27270,107374,PC
40861,136165,PC
29548,59539,PC
7766,65867,CV
16174,16142,PC
36223,117671,PC
28967,53437,CV
20366,11346,CV
38383,31590,CV
32986,135217,PC
38297,136216,PC
37105,35154,CV
24922,142925,PC
42074,132308,PC
4209,1474,PC
2544,22754,PC
3747,126846,PC
24141,37400,CV
35013,33320,CV
18512,17875,PC
21899,28454,PC
30017,115864,PC
34366,13873,PC
2365,22823,PC
40484,34872,CV
26888,156610,PC
35597,139026,PC
50171,155829,PC
52096,8675,PC
10831,20678,CV
35435,11075,CV
26657,37304,PC
23882,13950,PC
24519,27737,CV
25251,32643,PC
16507,12740,CV
5776,521,CV
30984,112885,PC
2341,5986,PC
26531,19358,PC
36490,121577,PC
22151,10821,CV
31692,17516,CV
4303,4366,PC
7770,1554,CV
2401,4178,PC
21581,17390,CV
25519,33708,CV
34257,57357,CV
9166,26109,CV
18652,8313,CV
1439,6092,PC
23523,26596,PC
3824,109648,PC
48012,54125,CV
26338,31599,PC
43057,7511,PC
21621,17568,CV
33716,35157,CV
7766,54717,CV
25066,5595,PC
50185,158412,PC
31247,9430,PC
44579,41678,CV
30401,136493,PC
38605,146214,PC
40528,151708,PC
5780,628,CV
20682,30789,PC
8853,9993,CV
34367,13878,PC
6140,8527,CV
27635,15072,CV
27734,15283,CV
37119,802113,CV
17311,116726,PC
7775,53997,CV
29366,139939,PC
31438,115581,PC
33911,33628,CV
37963,40902,CV
844,40366,PC
24980,23166,PC
21972,801614,CV
11611,16448,PC
41037,38988,CV
9397,25145,PC
20469,32492,CV
16108,15919,PC
8091,19974,CV
27610,35739,CV
39762,48352,CV
41185,106519,PC
53869,801676,CV
36661,43926,PC
30217,158039,PC
35585,136438,PC
34718,138114,PC
7773,53346,CV
41891,144613,PC
10476,1786,CV
7665,53150,CV
32619,141097,PC
18807,14399,CV
38384,31604,CV
6613,58032,CV
28009,30895,PC
7784,56199,CV
32121,41573,CV
33911,15574,CV
19469,20935,PC
15486,15631,PC
5774,58139,CV
16784,25635,CV
16869,28213,PC
44810,801605,CV
14330,16554,PC
23503,19398,PC
16903,13536,CV
38692,115174,PC
50238,154762,PC
36797,802133,CV
23620,57316,PC
25550,13702,CV
22111,44898,PC
7682,1042,CV
34080,124353,PC
7592,6993,CV
49957,155071,PC
27679,13694,PC
44855,61408,CV
18474,19450,PC
28562,19561,CV
18463,27032,PC
37929,44812,CV
17509,119514,PC
18011,18244,PC
31349,127527,PC
906,7429,PC
4563,55836,PC
16506,10492,CV
48259,151476,PC
3820,26410,PC
418,9580,PC
20882,33872,CV
23145,11269,CV
29826,20879,CV
6209,6009,CV
9226,52396,CV
23818,36922,PC
45631,119893,PC
37117,51045,CV
27801,4884,PC
43357,123779,PC
17210,14472,CV
26540,14167,CV
23917,23082,PC
47623,150221,PC
30357,113788,PC
28278,121718,PC
25165,22970,PC
38449,49015,CV
31277,123507,PC
19977,14625,CV
25004,100457,PC
37769,44624,CV
10487,12203,CV
9907,26079,PC
32707,49051,CV
24494,43752,CV
26977,100916,PC
36918,34786,PC
48520,57454,CV
36799,802067,CV
5779,561,CV
28917,56553,CV
5241,8732,PC
46559,148155,PC
37823,46973,CV
28850,63174,CV
33123,36585,CV
39574,2851,PC
21173,121737,PC
24065,37858,CV
35012,15990,CV
30707,62929,CV
32720,115172,PC
28531,53896,PC
9179,4312,CV
24038,21731,CV
18097,11410,CV
24384,22626,CV
10590,3027,CV
37744,40232,CV
8537,6053,CV
21883,39652,PC
44983,43787,CV
22152,64824,CV
38108,44519,CV
28055,19117,CV
16028,15899,PC
27195,133612,PC
5788,58456,CV
4940,49251,PC
44667,116219,PC
15688,15709,PC
38705,32979,CV
36495,119626,PC
16879,7803,CV
28158,39092,CV
25519,33333,CV
45959,25832,CV
19386,57912,CV
32420,138441,PC
27738,15288,CV
54455,148082,PC
28965,65858,CV
45404,155894,PC
37597,42032,CV
26838,14802,CV
15991,5827,PC
9264,52902,CV
19661,13876,PC
29735,127339,PC
37982,46463,CV
8150,246,CV
25519,33412,CV
36444,52967,PC
32118,37423,CV
43610,8868,PC
33658,31204,CV
21740,133469,PC
16913,9163,CV
31169,119753,PC
21186,26942,PC
33716,33254,CV
2863,59941,PC
37597,31839,CV
22080,23113,PC
16502,11864,CV
34433,116557,PC
17893,17099,PC
20849,18604,PC
37105,35668,CV
18902,24102,CV
17068,17577,PC
26952,19526,PC
4401,5150,PC
13751,28781,PC
30423,132252,PC
20934,27209,PC
20989,7575,PC
23650,112968,PC
36797,25563,CV
36818,24741,CV
38868,41025,CV
19298,58460,PC
33181,29566,PC
20053,21524,CV
52099,51863,CV
44290,144668,PC
12772,4664,CV
45391,22317,CV
21096,12196,CV
40016,800061,PC
42492,40076,PC
23084,31416,CV
17050,1472,CV
20873,61778,CV
35167,57631,CV
6808,8959,PC
27987,130106,PC
29826,36396,CV
40346,140623,PC
22594,50855,PC
31584,43294,PC
36761,40627,CV
11087,5192,PC
44577,41628,CV
32890,46626,PC
44431,117241,PC
995,2635,PC
20871,61561,CV
39190,139402,PC
29199,26056,CV
24519,50248,CV
5779,562,CV
41998,27034,PC
45667,800180,CV
49415,57780,CV
43189,6481,PC
37451,26996,CV
5802,58310,CV
46092,51283,CV
30799,24368,CV
40567,143687,PC
7996,6446,CV
35032,128846,PC
35379,127964,PC
9169,52633,CV
36817,24701,CV
45990,147268,PC
49594,155998,PC
28098,100798,PC
12268,5847,CV
3348,5049,PC
16857,145824,PC
43456,18975,PC
22376,17200,CV
23543,28237,PC
45606,800016,PC
19947,113981,PC
43011,108844,PC
38385,31588,CV
38637,21891,CV
18221,30855,PC
22406,116717,PC
53076,157428,PC
51268,157244,PC
16506,8163,CV
19314,22690,PC
16321,28577,PC
19097,7982,CV
29676,101104,PC
40337,32381,CV
22151,19600,CV
23163,66049,CV
20996,12460,PC
36316,125390,PC
24270,15031,PC
35748,30263,CV
37088,25222,CV
36427,112838,PC
42571,42511,PC
29277,100581,PC
37495,26853,CV
35597,801571,PC
46528,51576,CV
31366,129033,PC
36819,50779,CV
44907,157459,PC
5764,58461,CV
43131,20874,PC
36702,24426,CV
45697,802748,CV
5895,13201,CV
27605,17871,CV
17550,17913,PC
18148,31059,PC
36447,121579,PC
43678,13249,PC
31938,31514,CV
21308,56855,CV
17050,1497,CV
32052,112745,PC
40321,34650,CV
35012,35404,CV
48005,56512,CV
20872,33864,CV
37506,803181,CV
33519,30796,PC
16897,58720,CV
34591,41197,CV
37816,46674,CV
44810,802828,CV
36830,135023,PC
4793,1017,PC
23840,20917,PC
22143,30399,PC
37779,43189,CV
16493,22537,CV
2114,819,PC
49328,153158,PC
20370,11497,CV
37847,42834,CV
34490,127138,PC
33474,120889,PC
34986,126611,PC
27023,26920,CV
16906,841,CV
4891,2904,PC
45327,148668,PC
6667,55513,CV
7877,5304,CV
19727,31213,PC
40951,64188,CV
40338,32382,CV
33911,33449,CV
21859,22324,PC
24764,33404,PC
28082,35432,CV
4692,22445,PC
44621,107967,PC
20273,23357,PC
46516,147991,PC
45555,58156,PC
35012,33320,CV
6675,3639,CV
30401,141057,PC
45666,800278,CV
27533,22862,CV
9397,59718,PC
34316,126055,PC
32619,145552,PC
32708,34612,CV
25456,31575,CV
5819,58438,CV
17580,8662,PC
22980,21249,PC
30537,107756,PC
24541,13051,CV
2070,8674,PC
22503,122954,PC
18867,28498,PC
47113,63535,CV
32190,117741,PC
26715,119990,PC
38253,48200,CV
30798,19219,CV
32094,117427,PC
29463,116967,PC
34394,23338,CV
19017,59801,CV
29903,142145,PC
23251,59140,CV
41160,65846,CV
28852,108636,PC
26696,55483,CV
20378,20504,PC
15455,6027,PC
22436,30101,PC
3947,17829,PC
40447,43266,CV
25238,58325,CV
2581,561,PC
34345,20533,CV
38705,32888,CV
17051,16073,PC
6158,13242,CV
45669,800154,CV
32774,128190,PC
30411,100243,PC
36208,152637,PC
38482,51455,CV
8906,801538,CV
30840,52319,PC
27247,49002,PC
38469,137574,PC
44587,41860,CV
32118,32642,CV
17207,14433,CV
16752,38462,CV
43599,106535,PC
36799,27336,CV
8853,24303,CV
26348,4767,PC
29833,143343,PC
8587,59718,CV
32619,137528,PC
36797,27309,CV
44865,114889,PC
3080,2119,PC
40323,35004,CV
11770,65927,CV
40781,123939,PC
34122,23582,CV
34688,19674,PC
26305,11888,PC
38192,46829,CV
7766,55229,CV
19300,49443,PC
24577,56180,PC
33860,11118,PC
3130,7845,PC
2166,125938,PC
22153,19626,CV
18995,142579,PC
40322,34861,CV
6242,13201,CV
16512,52668,CV
3839,157155,PC
31363,123344,PC
13788,18835,PC
3395,2078,PC
30806,108174,PC
36074,158714,PC
31454,117720,PC
5734,8129,CV
32573,34157,PC
5766,58202,CV
29199,26073,CV
16502,65873,CV
19488,120913,PC
36799,27339,CV
34737,126415,PC
35024,134356,PC
43771,113494,PC
2944,3019,PC
53643,161529,PC
1419,1091,PC
8812,20664,CV
3370,47415,PC
23089,31439,PC
19094,54362,CV
38416,119472,PC
44895,51482,PC
42780,145961,PC
36468,113774,PC
19723,121735,PC
3972,5705,PC
4856,2116,PC
17294,58157,PC
17469,17665,PC
18612,27574,PC
46309,5367,PC
35916,28089,CV
23754,32835,PC
26604,9815,PC
5145,7255,PC
647,2204,PC
34121,25170,CV
17050,11758,CV
21327,25426,CV
34188,123540,PC
37096,41591,CV
32123,41491,CV
12772,4697,CV
26139,12504,PC
32221,115079,PC
30779,111216,PC
24858,13091,CV
43075,35113,PC
37489,27186,CV
37596,41971,CV
37986,42615,CV
40772,131111,PC
5807,658,CV
44784,48168,CV
21592,52392,PC
40447,29389,CV
33221,52898,CV
36589,142623,PC
31600,135263,PC
5032,1925,PC
39977,139236,PC
30671,38316,CV
31935,31620,CV
18149,18260,PC
45667,800139,CV
25303,137197,PC
23600,31676,PC
31702,114382,PC
32196,55296,PC
21885,16438,PC
24513,40157,CV
30705,37395,PC
38922,38371,CV
49948,142465,PC
38332,126531,PC
25155,33757,PC
28158,19695,CV
16591,22554,CV
4725,32839,PC
53142,159453,PC
38108,46347,CV
7664,1035,CV
30372,117722,PC
8608,5698,CV
36375,120530,PC
30542,139708,PC
27207,123464,PC
23671,12391,CV
21179,30096,PC
29879,108571,PC
35012,35431,CV
28322,221,PC
3761,26195,PC
32619,136523,PC
19824,19017,PC
42571,150413,PC
17371,18616,CV
20342,50810,PC
28729,24069,CV
23666,108723,PC
14888,30080,PC
45974,24521,CV
37536,23578,PC
42292,107207,PC
32611,105728,PC
32335,115498,PC
37905,134288,PC
38028,29035,CV
11487,56818,PC
5811,13242,CV
13689,17262,PC
24519,50247,CV
29598,136280,PC
15415,9973,CV
11667,4039,PC
23414,114847,PC
34077,124334,PC
7759,56113,CV
8540,6011,CV
24114,37337,CV
20012,26720,PC
28965,53437,CV
29940,117693,PC
36305,120497,PC
31251,108304,PC
31604,125398,PC
7940,2031,CV
33485,120880,PC
22960,37092,CV
2952,58752,PC
6112,58442,CV
10514,2007,CV
25806,33350,PC
35012,33574,CV
31775,129520,PC
22153,19637,CV
30401,141494,PC
29655,101111,PC
27825,32012,PC
28158,49287,CV
33706,122148,PC
7873,13570,CV
18350,2886,CV
33911,16046,CV
22995,11127,CV
35865,40152,CV
36682,106358,PC
35871,137373,PC
8606,59554,CV
24514,27864,CV
27222,144772,PC
19386,19568,CV
25519,15565,CV
35012,33387,CV
24065,36663,CV
25452,31148,CV
14922,15331,PC
10849,10426,PC
20341,13295,CV
43333,130788,PC
20632,800603,CV
41649,156451,PC
47757,156914,PC
23668,22742,CV
12073,5416,PC
7765,1391,CV
1419,12382,PC
29315,157649,PC
25834,23748,PC
35839,139212,PC
48546,154422,PC
29436,125006,PC
32029,123114,PC
34960,107253,PC
28009,2404,PC
48015,55753,CV
29310,138823,PC
31866,116913,PC
28148,57997,CV
2300,20276,PC
44840,42800,CV
8811,803344,CV
25519,16268,CV
22856,10231,PC
27258,56777,PC
18511,17632,PC
33636,121605,PC
6313,4340,CV
50517,156514,PC
38979,40372,CV
23768,18925,CV
43362,131606,PC
28082,15927,CV
38717,32849,CV
36145,110368,PC
4430,7476,PC
14888,38340,PC
25107,13429,CV
16909,58909,CV
19942,108702,PC
30768,801967,CV
32774,112385,PC
35408,118574,PC
45252,45393,CV
22017,12768,PC
32281,28388,PC
16879,59867,CV
40509,139262,PC
48015,55669,CV
29667,101101,PC
36799,24642,CV
28929,53961,CV
33737,33643,CV
35597,139025,PC
39762,48099,CV
35986,132601,PC
5466,14113,PC
25850,54142,CV
17205,14247,CV
12555,4397,CV
17478,27981,PC
30468,100364,PC
44321,41393,CV
33911,35360,CV
50139,154755,PC
49669,51724,PC
48064,151361,PC
30510,23534,PC
45703,51203,CV
52085,158297,PC
34401,14622,PC
45873,153053,PC
27099,21480,PC
22127,801566,CV
499,36634,PC
25519,16090,CV
19963,18379,CV
27779,28845,CV
23917,23339,PC
30401,157753,PC
7780,56708,CV
8642,6146,CV
17655,7005,CV
32006,49414,CV
43807,121666,PC
37498,28140,CV
31180,128271,PC
29911,145320,PC
42600,31823,PC
34873,23108,CV
22970,8105,CV
33216,33796,CV
40405,34099,CV
42091,140597,PC
27610,15649,CV
47054,149983,PC
41927,5864,CV
28884,106593,PC
34026,123914,PC
43747,55307,PC
38205,45656,CV
36377,142622,PC
36327,31636,PC
32930,29238,PC
4579,3155,PC
20463,9354,CV
50200,155995,PC
25822,150539,PC
37925,19526,CV
16755,38698,CV
42263,57954,PC
35703,48548,CV
20813,124977,PC
33737,35143,CV
16591,7168,CV
1196,6643,PC
38129,40342,CV
24514,26676,CV
29589,18210,CV
20029,5196,PC
2202,34347,PC
31839,139063,PC
7777,53739,CV
20372,32141,CV
33048,2371,PC
17650,47410,PC
36800,25161,CV
5455,5234,PC
19908,10148,PC
16292,10932,CV
40894,142150,PC
38246,45309,CV
29893,108903,PC
8537,6656,CV
741,2167,PC
18275,17335,PC
42169,109765,PC
22405,124489,PC
27546,14998,CV
1891,45390,PC
21939,120578,PC
29497,18144,CV
5820,58458,CV
36800,51269,CV
21957,57820,PC
32468,141423,PC
34900,8941,PC
29653,129115,PC
13332,10305,CV
22152,10693,CV
19197,11329,CV
39155,138603,PC
15413,24893,CV
29594,108436,PC
21190,39816,PC
24432,30329,PC
40851,36402,CV
588,2234,PC
33256,12757,PC
16425,132572,PC
36797,802934,CV
19954,121876,PC
33543,106421,PC
45671,49487,CV
31471,124218,PC
6608,4748,CV
46664,150002,PC
36291,19702,PC
18903,9658,CV
4793,1814,PC
41092,141874,PC
20368,18659,CV
11507,3346,CV
38170,43304,CV
40528,141945,PC
38915,62770,CV
44657,140404,PC
38853,30764,CV
14288,112408,PC
9219,25884,CV
34586,110028,PC
18210,21357,PC
33736,33275,CV
16508,25055,CV
5395,44192,PC
26096,16031,PC
53134,159432,PC
37139,21804,PC
23437,9324,CV
39762,48685,CV
6623,5079,CV
26372,29288,PC
36792,134599,PC
38937,47022,CV
22151,17088,CV
26985,11049,PC
1398,15221,PC
36608,34563,PC
35635,130862,PC
20297,33043,CV
21014,23502,PC
54207,801378,PC
30198,109194,PC
35012,16267,CV
32908,33900,PC
26669,23123,PC
4266,4049,PC
32774,113151,PC
22060,21872,PC
32023,121870,PC
5675,6457,CV
38325,157364,PC
27732,15147,CV
28082,15620,CV
29350,11595,PC
37774,47514,CV
43702,12766,PC
28517,153328,PC
18920,8448,CV
20876,61616,CV
38201,40316,CV
15413,24300,CV
21442,21031,CV
47412,148756,PC
25687,10135,CV
38894,40695,CV
33376,117388,PC
36495,36601,PC
37487,803235,CV
15050,11420,CV
45249,47472,CV
33737,33272,CV
29568,100201,PC
5817,655,CV
35045,29982,PC
42365,129136,PC
26242,31542,PC
47459,52110,CV
37105,33285,CV
35931,132370,PC
29307,130560,PC
5765,353,CV
1537,4108,PC
46632,148596,PC
44583,41911,CV
26305,105926,PC
19100,8951,CV
11729,24999,CV
5817,684,CV
25165,150964,PC
35541,1575,CV
18690,18638,PC
35483,23591,CV
37486,37056,CV
25878,108792,PC
32537,134132,PC
42474,21627,PC
18797,21070,PC
32005,800593,CV
45495,61465,CV
29142,18075,CV
24763,26324,PC
43207,25414,PC
45516,48740,CV
36287,119119,PC
38869,29949,CV
7872,13533,CV
24455,24040,CV
4598,4750,PC
17378,17897,PC
34617,42447,CV
21660,54794,PC
18572,114152,PC
38478,131107,PC
33911,33476,CV
36348,128158,PC
32092,129850,PC
33737,33231,CV
25200,16846,PC
35050,120718,PC
36444,116505,PC
50260,59716,CV
19954,156493,PC
22066,29482,PC
27732,60496,CV
19824,24516,PC
17452,57080,CV
18202,143051,PC
23771,135253,PC
50490,156427,PC
28615,131195,PC
40454,42699,CV
38636,140423,PC
19816,55339,PC
24228,111349,PC
45962,25148,CV
16523,38810,CV
34115,142117,PC
49860,150588,PC
21678,138332,PC
16913,9165,CV
12768,18129,CV
40702,40985,CV
17584,8090,PC
5673,2234,CV
19357,14551,PC
40487,34801,CV
39001,801694,CV
43345,107813,PC
2134,811,PC
13892,3953,PC
49436,59653,PC
2132,807,PC
24926,9264,PC
43226,106702,PC
22415,13219,PC
46633,29410,PC
13328,7219,CV
32476,13639,PC
37119,50910,CV
17676,36403,PC
16293,7015,CV
7766,65730,CV
23536,142636,PC
11131,10792,PC
31679,14151,PC
44959,134890,PC
36197,126807,PC
31656,115169,PC
29912,145429,PC
24941,25454,PC
18485,142977,PC
31346,126676,PC
28690,20000,CV
45901,141992,PC
6146,652,CV
4258,2245,PC
28967,53464,CV
18481,18813,PC
32195,119266,PC
33639,21139,CV
45696,802063,CV
18129,16991,PC
34121,25798,CV
23016,20012,CV
51263,32493,PC
36400,105889,PC
3090,7674,PC
16783,7715,CV
17955,17115,PC
4809,7119,PC
7784,56433,CV
18762,16454,PC
40628,36703,CV
42943,107225,PC
2428,59707,PC
30491,32563,PC
13548,132716,PC
46537,158278,PC
22414,132526,PC
7684,55810,CV
9907,24610,PC
34903,128335,PC
7637,907,CV
47540,15593,CV
4952,6764,PC
18047,62083,CV
19133,19741,PC
47659,144301,PC
22928,11869,PC
38256,47011,CV
44501,144492,PC
54781,802877,CV
17465,14187,PC
28233,34304,PC
38989,30360,CV
24735,134592,PC
51206,32536,PC
38902,47926,CV
34806,143118,PC
27635,18391,CV
39497,5448,PC
34345,22281,CV
5509,144535,PC
26205,100148,PC
39233,138864,PC
53873,801681,CV
38268,46531,CV
28523,129547,PC
7874,59196,CV
36045,39047,CV
32573,34158,PC
45624,119890,PC
38212,29346,CV
9224,52308,CV
25665,9335,PC
22670,133072,PC
3820,123760,PC
14731,15123,PC
45696,802775,CV
40316,34835,CV
33737,35773,CV
35012,33655,CV
5765,8180,CV
25519,33417,CV
25454,32096,CV
20364,9251,CV
5797,58636,CV
35013,15853,CV
48900,160773,PC
5901,4339,CV
3429,13900,PC
45972,24484,CV
8893,4798,CV
13268,13198,PC
1891,4914,PC
35242,55510,CV
32490,800999,PC
31463,115688,PC
35866,30265,CV
38170,42737,CV
29201,802249,CV
16343,18618,PC
18212,18831,PC
43280,114941,PC
31005,147227,PC
52092,158239,PC
7779,56542,CV
16205,7496,CV
38220,44208,CV
29912,134766,PC
24624,110047,PC
16319,150852,PC
23088,31381,CV
45249,47890,CV
25010,100865,PC
54669,802588,CV
37111,157520,PC
19017,59644,CV
37920,136983,PC
7725,53396,CV
25165,12958,PC
38482,32615,CV
28082,35380,CV
23684,38597,CV
3278,2059,PC
1792,150986,PC
36441,130858,PC
28057,16115,CV
6028,7687,CV
34568,22789,CV
33731,122372,PC
45701,50920,CV
37119,50941,CV
16196,16655,PC
27605,35314,CV
35013,15983,CV
39317,139009,PC
17292,27359,PC
44810,803003,CV
31019,108574,PC
27605,35407,CV
23480,28429,PC
13689,16208,PC
38159,46118,CV
6100,8238,CV
17171,7649,CV
19904,21997,PC
5733,8198,CV
16874,34240,PC
24135,36651,CV
32986,120003,PC
31984,48721,PC
16200,5676,PC
16903,58973,CV
41175,142463,PC
47138,62627,CV
7784,56874,CV
36354,112847,PC
12790,55446,PC
45963,24614,CV
42493,46729,PC
33737,35548,CV
37905,139745,PC
27605,33365,CV
23768,7776,CV
35582,57578,CV
34646,124736,PC
35871,133888,PC
49615,51432,CV
4721,10883,PC
27905,2948,PC
23073,12354,CV
34392,23331,CV
37847,28896,CV
20768,21002,CV
45434,48395,CV
22590,32153,PC
32986,120004,PC
36053,142437,PC
20785,142690,PC
36799,25818,CV
4062,14081,PC
24133,37510,CV
17916,10234,PC
8502,14302,PC
28191,16595,CV
26828,14815,CV
45970,50418,CV
24370,32080,PC
44813,802112,CV
10415,1649,CV
2482,4204,PC
48017,53817,CV
38712,32744,CV
16339,14575,PC
45417,126571,PC
23241,20044,CV
9263,52573,CV
43534,41555,PC
38401,137701,PC
2544,22845,PC
38736,148103,PC
27720,20841,CV
33852,115590,PC
44817,145162,PC
28965,11977,CV
40361,34340,CV
25710,33886,PC
31350,142918,PC
20462,9338,CV
34869,41652,CV
17242,13864,CV
38251,43424,CV
22151,800028,CV
24613,59404,PC
35866,27254,CV
48017,53162,CV
30382,110041,PC
16519,37168,CV
18924,8446,CV
36797,27399,CV
52098,51825,CV
15748,16043,PC
25669,142534,PC
35925,63854,CV
4755,7182,PC
22483,12795,PC
16248,14895,CV
1264,6579,PC
37622,41860,CV
29581,115200,PC
19939,135017,PC
42897,3106,PC
7789,56762,CV
42358,106632,PC
40585,140974,PC
40667,158312,PC
25575,54577,PC
18484,18938,PC
9243,26073,CV
36279,111246,PC
51263,127577,PC
29502,18169,CV
43743,33095,PC
40484,34670,CV
44704,152747,PC
30293,21615,CV
36815,802050,CV
37119,45687,CV
16973,58544,CV
1418,743,PC
27610,17940,CV
